dialog_act,utterances,split,actor
confirm,Cut that?,train,Agent
confirm,on a plate?,train,Agent
confirm,Table stand?,train,Agent
confirm,Are you still there,train,Agent
confirm,please search it,train,Agent
confirm,is the bread sliced?,train,User
confirm,Maybe I have to move a chair? lol,train,Agent
confirm,The small slice at the end?,train,Agent
confirm,That one?,train,Agent
confirm,I need to grab one of those?,train,Agent
confirm,The same slice I already cooked?,train,Agent
confirm,Try cooking again?,train,Agent
confirm,both plants?,train,Agent
confirm,Do you need assistance?,train,User
confirm,Do I turn off the microwave now?,train,Agent
confirm,is this the correct cabinet?,train,Agent
confirm,Put it on the table?,train,Agent
confirm,what are you doin?,train,User
confirm,are you having a hard time controlling the robot?,train,User
confirm,Am i at the right spot,train,Agent
confirm,you would like the toast in a plate?,train,Agent
confirm,Is that all the alarm clocks?,train,Agent
confirm,Did it work?,train,Agent
confirm,Are you still there?,train,User
confirm,found the potato?,train,User
confirm,what are u doing,train,User
confirm,does the plate have a salt shaker on it.,train,Agent
confirm,can i use that?,train,Agent
confirm,Can we try a pan?,train,Agent
confirm,dont fit?,train,User
confirm,If I place this water on the stove first how will I place the potato on this bowl?,train,Agent
confirm,are you done?,train,User
confirm,Is this correct?,train,Agent
confirm,is that correct?,train,Agent
confirm,"cook it in paan, right",train,Agent
confirm,There's no cup?,train,User
confirm,Are you able to pick it up?,train,User
confirm,Are you able to search for it at all?,train,User
confirm,How's that/,train,Agent
confirm,what's going on?,train,User
confirm,Just the 1 slice?,train,Agent
confirm,that's all today,train,User
confirm,are you sure it is the right plate?,train,Agent
confirm,Just one piece?,train,Agent
confirm,thats everything,train,User
confirm,i think i need turn off the tap first,train,Agent
confirm,Are you ready to begin?,train,User
confirm,Can you reach the bread?,train,User
confirm,can you reach the tomato?,train,User
confirm,hows that,train,Agent
confirm,Did it rinse it out?,train,User
confirm,Are you ready for your task?,train,User
confirm,We're done!,train,User
confirm,is this one,train,Agent
confirm,do you mean on top of the microwave,train,Agent
deny,no knife,train,Agent
deny,no,train,User
deny,"no, that was all,",train,User
deny,No,train,User
deny,Nope,train,Agent
deny,not a couch.,train,User
deny,no,train,Agent
deny,not yet,train,Agent
deny,I don't think so,train,User
deny,Nope,train,User
deny,none,train,User
deny,Nope.,train,User
deny,No dish,train,Agent
deny,nooooo,train,User
deny,noo,train,User
deny,but the task is not finished,train,User
deny,Not that plate,train,User
deny,did not work,train,User
deny,No.,train,Agent
deny,No,train,Agent
deny,that's the only bowl i have i'm pretty sure,train,User
deny,I guess no,train,User
deny,no.,train,User
deny,No. All done in here.,train,User
deny,"no,",train,User
deny,i don't think you need to,train,User
deny,nevermind,train,Agent
deny,"Not that one,",train,User
deny,"no, I don't think so",train,Agent
deny,nope,train,User
deny,not the laptop,train,User
deny,no dont taost the bread,train,User
deny,not that,train,User
deny,you csn pull it out while on,train,User
deny,nope,train,Agent
deny,nvm,train,Agent
deny,don't think so,train,Agent
deny,no...,train,User
deny,not yret,train,User
deny,nevermind!,train,User
deny,Cant see any cup,train,Agent
deny,"No,",train,Agent
deny,"Nope, no tomato this time.",train,User
deny,dont finish,train,Agent
informationother,let's check there,train,User
informationother,you will need to put the knife down first,train,User
informationother,that will work,train,User
informationother,I'll just use this one on the counter ),train,Agent
informationother,Fyi for future reference if you cook potato in microwave before slicing it all your slices will be cooked already.,train,User
informationother,it is an apple,train,Agent
informationother,"apologise is should have specified which one to clean,",train,User
informationother,we can start with the mug,train,User
informationother,looks like a plate,train,User
informationother,maybe bowl,train,User
informationother,if you turn directly around,train,User
informationother,"another tableware item, not sure what exactly",train,User
informationother,"sorry, the toaster not microwave",train,User
informationother,that slice is too big,train,Agent
informationother,drop it and get another,train,User
informationother,you can't slice twice,train,User
informationother,the other slices are too far to pick,train,Agent
informationother,oven is full to place any other object,train,Agent
informationother,two slices,train,User
informationother,one more,train,User
informationother,It looks like 8 of them.,train,User
informationother,There is something small behind the tv,train,User
informationother,Last item is the book on the coffee table,train,User
informationother,"I   don't think you can toast 2 at the same time, though it would be nice if we could.",train,User
informationother,its either a picture or window,train,User
informationother,we need to find the potato,train,User
informationother,Im not sure,train,User
informationother,"just states, salad components",train,User
informationother,we will have to check,train,User
informationother,but it is too large for the plate,train,Agent
informationother,Just the one cloth.,train,User
informationother,Water is on already.,train,Agent
informationother,try the other,train,User
informationother,it takes long to load instruction,train,User
informationother,1 toast on each plate,train,User
informationother,the 2 mugs you made,train,User
informationother,cloths are dirty.,train,User
informationother,There is no bread beside the stove but i have seen it on one of the chairs.,train,Agent
informationother,That is not a plate it is a pan,train,Agent
informationother,then there is a dirty plate somewhere,train,Agent
informationother,The clean plate should have been checked with the toast task. but it was not.,train,User
informationother,you may need to clear some space,train,User
informationother,After that I will search for more remotes.,train,User
informationother,that one is dirty though.,train,User
informationother,You'll need a skillet.,train,User
informationother,and it is dirty,train,User
informationother,I don't see anything.  Is the water off now?,train,User
informationother,it is still idicating the same,train,User
informationother,indicating,train,User
informationother,there is no other,train,User
informationother,so far its showing that only one,train,User
informationother,nothing there,train,Agent
informationother,any will do,train,Agent
informationother,now it saying in the cabinet on the left side of the oven,train,User
informationother,its clean,train,User
informationother,4 remotes,train,User
informationother,not yet,train,User
informationother,Chair is blinking,train,User
informationother,The task will not complete. The chair at the table we had the watches on is the one blinking green but when you place the watches it doesn't complete.,train,User
informationother,right next to where you started,train,User
informationother,We have alot of steps,train,User
